timestamp,trading_date,ticker,underlying_symbol,fire_direction,fire_price,fire_source,entry_candidate_time,current_time_bucket,option_contract_candidate,option_symbol,expiry,strike,call_or_put,premium_mid,premium_bid,premium_ask,premium_band,spread_pct,volume,open_interest,gex_state,distance_to_wall_bps,wall_bucket,day_type,trend_or_chop_state,vix_level,vix_change_from_open,flow_5m_direction,flow_5m_net_premium,flow_5m_agreement,flow_tier,flow_exhaustion_flag,confirmation_entry_outcome,confirmation_timestamp,confirmation_price,red_flag_count,red_flags_json,positive_stack_score,policy_flags_eq_0_pass,policy_flags_le_1_pass,policy_full_combined_pass,missing_data,notes_json
2026-07-13T13:50:00.148Z,2026-07-13,QQQ,QQQ,bear,714.69,BEAR_RUG,2026-07-13T13:51:00.148Z,9:30-10,QQQ260713P00715000,QQQ260713P00715000,2026-07-13,715,put,2.4299999999999997,2.42,2.44,bad_2-10,0.8,,,positive,66,50-100(sweet),,,16.24,0,bullish,6405682,false,mixed,false,confirmed,2026-07-13T13:51:06.732Z,2.6100000000000003,2,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":true,""pin"":false,""breakeven"":true}",1,false,false,false,,"{""executed"":false,""note"":""bear_above_session_open ($714.69 >= $714.69)"",""unknown_flags"":0}"
2026-07-13T13:57:00.233Z,2026-07-13,SPY,SPY,bull,752.745,BULL_REVERSE,2026-07-13T13:58:00.233Z,9:30-10,SPY260713C00753000,SPY260713C00753000,2026-07-13,753,call,1.0950000000000002,1.09,1.1,good_0.5-2,0.9,,,positive,17,<20,,,16.21,-0.03,bearish,-1362868,false,one-sided,false,confirmed,2026-07-13T13:58:07.176Z,1.275,4,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":true,""pin"":true,""breakeven"":false}",1,false,false,false,,"{""executed"":true,""note"":{""note"":""ok"",""execution_status"":""executed"",""bull_tape_gate_pass"":false,""bull_tape_gate_reason"":""SPY_QQQ_SPX_BELOW_PRIOR_CLOSE""},""unknown_flags"":0}"
2026-07-13T14:11:00.280Z,2026-07-13,SPXW,SPX,bear,7556.63,BEAR_CONTINUE,2026-07-13T14:12:00.280Z,10-11,SPXW260713P07555000,SPXW260713P07555000,2026-07-13,7555,put,10.25,10.2,10.3,other,1,,,positive,9,<20,,,16.12,-0.12,bullish,2230700,false,one-sided,false,confirmed,2026-07-13T14:12:07.120Z,11.55,3,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":true,""pin"":false,""breakeven"":false}",0,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-13T14:17:00.082Z,2026-07-13,SPY,SPY,bear,751.505,BEAR_RUG,2026-07-13T14:18:00.082Z,10-11,SPY260713P00752000,SPY260713P00752000,2026-07-13,752,put,1.61,1.6,1.62,good_0.5-2,1.2,,,positive,7,<20,,,16.14,-0.1,bearish,-9316785,true,one-sided,false,confirmed,2026-07-13T14:18:06.880Z,1.725,3,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":false,""pin"":true,""breakeven"":false}",1,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-13T14:25:00.107Z,2026-07-13,SPXW,SPX,bear,7553.57,BEAR_RUG,2026-07-13T14:26:00.107Z,10-11,SPXW260713P07555000,SPXW260713P07555000,2026-07-13,7555,put,12.75,12.7,12.8,other,0.8,,,positive,5,<20,,,16.3,0.06,bullish,1745251,false,mixed,false,not_confirmed,2026-07-13T14:26:07.830Z,12.75,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":false,""flow_against"":true,""pin"":false,""breakeven"":false}",0,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-13T14:31:00.291Z,2026-07-13,SPY,SPY,bull,752.975,BULL_REVERSE,2026-07-13T14:32:00.291Z,10-11,SPY260713C00753000,SPY260713C00753000,2026-07-13,753,call,1.105,1.1,1.11,good_0.5-2,0.9,,,positive,14,<20,,,16.26,0.02,bullish,378622,true,mixed,false,not_confirmed,2026-07-13T14:32:08.262Z,0.995,1,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":false,""flow_against"":false,""pin"":false,""breakeven"":false}",2,false,true,false,,"{""executed"":true,""note"":{""note"":""ok"",""execution_status"":""executed"",""bull_tape_gate_pass"":false,""bull_tape_gate_reason"":""SPY_QQQ_SPX_BELOW_PRIOR_CLOSE""},""unknown_flags"":0}"
2026-07-13T14:37:00.314Z,2026-07-13,QQQ,QQQ,bear,716.9100000000001,BEAR_RUG,2026-07-13T14:38:00.314Z,10-11,QQQ260713P00717000,QQQ260713P00717000,2026-07-13,717,put,1.9,1.89,1.91,good_0.5-2,1.1,,,positive,41,20-50,,,16.36,0.12,bearish,-2847787,true,mixed,false,not_confirmed,2026-07-13T14:38:08.215Z,1.8250000000000002,0,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":false,""pin"":false,""breakeven"":false}",3,true,true,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-13T14:40:00.323Z,2026-07-13,SPXW,SPX,bull,7548.53,BULL_REVERSE,2026-07-13T14:41:00.323Z,10-11,SPXW260713C07550000,SPXW260713C07550000,2026-07-13,7550,call,9.95,9.9,10,bad_2-10,1,,,positive,2,<20,,,16.35,0.11,bullish,10075436,true,one-sided,true,not_confirmed,2026-07-13T14:41:07.121Z,8.850000000000001,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":false,""pin"":false,""breakeven"":false}",0,false,false,false,,"{""executed"":true,""note"":{""note"":""ok"",""execution_status"":""executed"",""bull_tape_gate_pass"":false,""bull_tape_gate_reason"":""SPY_QQQ_SPX_BELOW_PRIOR_CLOSE""},""unknown_flags"":0}"
2026-07-13T14:58:00.335Z,2026-07-13,SPXW,SPX,bear,7549.96,BEAR_RUG,2026-07-13T14:59:00.335Z,10-11,SPXW260713P07550000,SPXW260713P07550000,2026-07-13,7550,put,10.75,10.7,10.8,other,0.9,,,positive,13,<20,,,16.27,0.03,bearish,-40377419,true,one-sided,false,not_confirmed,2026-07-13T14:59:07.692Z,10.149999999999999,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":false,""pin"":false,""breakeven"":false}",0,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-13T15:03:00.342Z,2026-07-13,QQQ,QQQ,bull,718.25,BULL_REVERSE,2026-07-13T15:04:00.342Z,11-12,QQQ260713C00718000,QQQ260713C00718000,2026-07-13,718,call,1.725,1.72,1.73,good_0.5-2,0.6,,,positive,24,20-50,,,16.18,-0.06,bullish,512099,true,mixed,false,not_confirmed,2026-07-13T15:04:07.574Z,1.7149999999999999,1,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":false,""pin"":true,""breakeven"":false}",2,false,true,false,,"{""executed"":true,""note"":{""note"":""ok"",""execution_status"":""executed"",""bull_tape_gate_pass"":false,""bull_tape_gate_reason"":""SPY_QQQ_SPX_BELOW_PRIOR_CLOSE""},""unknown_flags"":0}"
